Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIN,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Anthony Edwards,2024-10-22,41,27,6,3,0,0.0,0.4,0.385,0.513,31.4,-0.5,4,0.667,98.0,117.0,11.8,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,6.0,3.0,0.0,4.0,0.4,0.385,0.667,31.4,98.0,117.0,11.8,0.0
Anthony Edwards,2024-10-24,39,32,7,4,1,0.0,0.417,0.333,0.591,33.3,2.7,3,1.0,114.0,113.0,20.9,2,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.5,6.5,3.5,0.5,3.5,0.4085,0.359,0.8335,32.349999999999994,106.0,115.0,16.35,0.0
Anthony Edwards,2024-10-26,39,24,6,4,1,1.0,0.429,0.417,0.538,30.0,-3.0,4,0.333,92.0,103.0,13.2,3,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.666666666666668,6.333333333333333,3.6666666666666665,0.6666666666666666,3.6666666666666665,0.4153333333333333,0.3783333333333333,0.6666666666666666,31.566666666666663,101.33333333333331,111.0,15.3,0.999883
Anthony Edwards,2024-10-29,37,37,6,3,0,1.0,0.6,0.538,0.732,35.9,7.0,5,0.5,113.0,126.0,24.6,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.25,3.5,0.5,4.0,0.4615,0.41825,0.625,32.65,104.25,114.75,17.625,0.972123
Anthony Edwards,2024-11-01,38,29,4,4,1,1.0,0.478,0.5,0.63,29.0,3.9,2,0.0,114.0,120.0,20.6,5,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,5.8,3.6,0.6,3.6,0.4648,0.4346,0.5,31.92,106.2,115.8,18.22,1.27435
Anthony Edwards,2024-11-02,36,21,5,2,2,0.0,0.471,0.429,0.56,28.3,0.2,3,0.5,95.0,116.0,13.4,6,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.33333333333333,5.666666666666667,3.333333333333333,0.8333333333333334,3.5,0.4658333333333333,0.4336666666666666,0.5,31.316666666666663,104.33333333333331,115.83333333333331,17.416666666666668,0.858746
Anthony Edwards,2024-11-04,29,21,5,1,1,0.0,0.545,0.667,0.746,23.6,6.8,1,0.714,140.0,99.0,16.7,7,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.285714285714285,5.571428571428571,3.0,0.8571428571428571,3.142857142857143,0.4771428571428571,0.467,0.5305714285714286,30.214285714285715,109.42857142857144,113.42857142857144,17.314285714285713,1.11016
Anthony Edwards,2024-11-07,35,33,8,6,0,1.0,0.565,0.556,0.691,31.2,9.6,2,1.0,145.0,124.0,27.8,8,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.875,3.375,0.75,3.0,0.488125,0.478125,0.58925,30.3375,113.875,114.75,18.625,1.10749
Anthony Edwards,2024-11-08,30,37,6,5,1,1.0,0.571,0.6,0.797,37.8,16.4,6,0.8,124.0,96.0,26.9,9,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,5.888888888888889,3.555555555555556,0.7777777777777778,3.333333333333333,0.4973333333333333,0.4916666666666666,0.6126666666666667,31.166666666666668,115.0,112.66666666666669,19.544444444444444,1.2356
Anthony Edwards,2024-11-10,37,22,5,6,2,0.0,0.333,0.286,0.434,35.5,-2.8,6,0.667,84.0,98.0,8.9,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,5.8,3.8,0.9,3.6,0.4809,0.4711,0.6181,31.6,111.9,111.2,18.48,1.30309
Anthony Edwards,2024-11-12,37,26,0,3,2,1.0,0.421,0.4,0.601,27.7,1.9,1,1.0,119.0,125.0,18.9,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.2,5.2,3.8,1.1,3.3,0.4829999999999999,0.4726,0.6514,31.23,114.0,112.0,19.19,1.1689
Anthony Edwards,2024-11-13,40,24,4,4,4,1.0,0.4,0.0,0.448,30.2,3.0,3,1.0,92.0,102.0,15.4,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.4,4.9,3.8,1.4,3.3,0.4812999999999999,0.4392999999999999,0.6514,30.92,111.8,110.9,18.64,1.05148
Anthony Edwards,2024-11-15,42,36,5,2,0,0.0,0.519,0.429,0.646,31.7,1.9,2,1.0,121.0,126.0,22.4,13,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.6,4.8,3.6,1.3,3.1,0.4903,0.4405,0.7181,31.09,114.7,113.2,19.56,1.05356
Anthony Edwards,2024-11-17,39,24,4,6,1,0.0,0.643,0.429,0.783,20.3,4.4,2,1.0,147.0,123.0,21.4,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,4.6,3.9,1.4,2.8,0.4946,0.4296,0.7681,29.53,118.1,112.9,19.24,1.00228
Anthony Edwards,2024-11-21,36,26,3,2,2,2.0,0.45,0.556,0.61,27.9,7.8,2,1.0,118.0,113.0,18.1,15,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,4.5,3.7,1.5,2.8,0.4918,0.4352,0.8681000000000001,29.42,118.5,112.2,18.99,1.10287
Anthony Edwards,2024-11-24,39,28,9,7,0,0.0,0.429,0.545,0.615,29.9,9.4,3,1.0,123.0,118.0,20.3,16,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,4.9,4.2,1.3,2.8,0.4876,0.4468,0.9181,29.58,121.3,112.4,19.68,0.915157
Anthony Edwards,2024-11-26,43,29,10,1,1,3.0,0.364,0.25,0.549,29.1,6.8,3,1.0,112.0,105.0,21.4,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.5,5.4,4.2,1.3,3.0,0.4695,0.4051,0.9467,30.130000000000003,118.5,113.0,20.15,1.01662
Anthony Edwards,2024-11-27,37,29,5,5,3,0.0,0.375,0.444,0.527,36.3,4.0,1,0.875,109.0,115.0,22.8,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.1,5.1,4.1,1.6,2.9,0.4505,0.3939,0.9342,30.64,114.9,112.1,19.65,1.28205
Anthony Edwards,2024-11-29,36,21,4,3,2,0.0,0.333,0.444,0.453,34.3,-1.8,4,0.6,87.0,99.0,10.4,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.5,4.9,3.9,1.7,2.7,0.4267,0.3782999999999999,0.9142,30.29,111.2,112.4,18.0,0.921637
Anthony Edwards,2024-12-02,27,8,7,3,2,0.0,0.231,0.2,0.288,29.3,-10.7,3,0.5,60.0,79.0,2.5,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,5.1,3.6,1.7,2.4,0.4165,0.3697,0.8975000000000002,29.67,108.8,110.5,17.36,1.10359
Anthony Edwards,2024-12-04,26,16,6,4,4,0.0,0.357,0.444,0.538,28.7,8.2,2,1.0,104.0,71.0,14.0,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,5.7,3.7,1.9,2.5,0.4101,0.3741,0.8975,29.77,107.3,105.1,16.869999999999997,1.10135
Anthony Edwards,2024-12-06,35,30,4,9,1,2.0,0.611,0.4,0.759,28.3,16.7,4,1.0,131.0,91.0,27.3,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.7,4.2,1.6,2.6,0.4312,0.4141,0.8975,29.58,111.2,104.0,18.06,0.949464
Anthony Edwards,2024-12-08,37,27,5,6,1,0.0,0.526,0.556,0.679,32.7,1.7,6,1.0,109.0,121.0,17.2,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,5.7,4.6,1.7,3.0,0.4319,0.4268,0.8975,29.68,110.0,103.5,17.54,1.02527
Anthony Edwards,2024-12-13,33,23,6,1,1,1.0,0.45,0.286,0.518,35.9,0.3,5,0.6,88.0,92.0,11.4,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,5.9,4.1,1.7,3.3,0.4126,0.4125,0.8574999999999999,31.24,104.1,100.4,16.54,1.00026
Anthony Edwards,2024-12-15,28,26,5,2,0,0.0,0.476,0.429,0.582,33.0,6.7,1,1.0,116.0,97.0,16.0,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,23.7,6.1,4.1,1.5,3.2,0.4152,0.3998,0.8574999999999999,31.75,103.9,98.8,16.330000000000002,1.18944
Anthony Edwards,2024-12-19,34,17,5,7,3,1.0,0.438,0.429,0.531,23.9,4.0,2,0.0,105.0,125.0,16.7,26,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,5.7,4.1,1.8,3.1,0.4161,0.3882,0.7575000000000001,31.15,102.1,99.5,15.97,0.936094
Anthony Edwards,2024-12-21,39,19,7,5,0,0.0,0.3,0.364,0.437,25.0,-2.5,1,0.75,100.0,120.0,10.4,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,5.4,4.5,1.7,2.9,0.4097,0.3996,0.7325,30.74,100.9,101.0,14.87,1.3301
Anthony Edwards,2024-12-23,32,16,6,4,2,0.0,0.35,0.143,0.391,32.1,-9.3,5,1.0,78.0,117.0,6.8,28,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,5.5,4.4,1.6,3.3,0.4072,0.3695,0.745,30.320000000000004,97.8,101.2,13.27,1.14503
