Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,PTS_rolling_avg,TM_ATL,TM_BOS,TM_BRK,TM_CHI,TM_CHO,TM_CLE,TM_DAL,TM_DEN,TM_DET,TM_GSW,TM_HOU,TM_IND,TM_LAC,TM_LAL,TM_MEM,TM_MIA,TM_MIL,TM_MIN,TM_NOP,TM_NYK,TM_OKC,TM_ORL,TM_PHI,TM_PHO,TM_POR,TM_SAC,TM_SAS,TM_TOR,TM_UTA,TM_WAS,OPP_ATL,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Bradley Beal,2024-12-25,38,27,2,4,4,1.0,0.524,0.429,0.593,30.5,3.5,3,0.5,108.0,107.0,19.8,29,1,0,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,2.5,0.9,2.7,0.4146000000000001,0.3262,0.5083,20.29,82.4,96.1,10.08,0.935794
Bradley Beal,2024-12-27,38,11,3,4,2,1.0,0.278,0.2,0.306,25.8,-11.7,4,0.0,66.0,109.0,2.4,30,1,1,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.5,1.0,2.8,0.4049,0.3128999999999999,0.4333,20.91,80.2,98.0,9.53,1.11465
Bradley Beal,2024-12-28,40,28,5,2,1,2.0,0.5,0.364,0.583,25.1,5.2,0,0.0,128.0,116.0,20.5,31,0,1,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.3,0.9,2.1,0.3993,0.3207,0.3333,20.23,83.6,97.4,10.22,1.02706
Bradley Beal,2024-12-31,12,3,1,2,1,0.0,0.2,0.0,0.255,22.9,-11.1,1,0.5,61.0,110.0,0.8,32,1,0,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.1,1.0,2.0,0.3915,0.3207,0.3,19.56,80.4,94.8,9.71,1.17289
Bradley Beal,2025-01-04,33,8,3,3,1,1.0,0.25,0.667,0.333,18.9,-11.0,1,0.0,81.0,134.0,4.1,33,0,1,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,1.0,1.6,0.3498,0.3374,0.25,19.28,79.0,96.8,9.12,1.18206
Bradley Beal,2025-01-06,30,25,3,5,1,1.0,0.667,0.5,0.787,25.3,15.6,0,1.0,154.0,106.0,24.2,34,0,0,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.7,1.1,1.6,0.4165,0.3873999999999999,0.35,21.81,94.4,107.4,11.54,0.881491
Bradley Beal,2025-01-07,31,10,0,5,0,0.0,0.385,0.0,0.385,19.5,-7.8,1,0.0,84.0,125.0,4.6,35,0,1,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.2,1.1,1.7,0.4549999999999999,0.3873999999999999,0.35,23.76,102.8,119.9,11.999999999999998,1.11854
Bradley Beal,2025-01-09,33,25,7,2,3,1.0,0.688,0.4,0.741,26.8,4.1,3,0.5,126.0,114.0,21.2,36,1,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.4,1.4,1.7,0.4570999999999999,0.3774,0.3,24.66,104.2,118.9,13.12,1.29049
Bradley Beal,2025-01-11,31,12,2,3,0,0.0,0.4,0.2,0.51,17.2,-7.3,0,0.75,123.0,125.0,7.7,37,1,0,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.6,3.2,1.4,1.5,0.4421,0.3474,0.325,23.72,104.4,117.6,12.0,0.988787
Bradley Beal,2025-01-12,35,15,3,6,0,2.0,0.417,0.5,0.545,18.6,-1.3,1,0.75,118.0,120.0,12.9,38,1,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,3.6,1.3,1.4,0.4309,0.3259999999999999,0.4,23.06,104.9,116.6,11.82,0.99142
Bradley Beal,2025-01-14,28,11,4,3,1,0.0,0.333,0.25,0.473,19.9,-7.1,1,0.667,100.0,123.0,8.0,39,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.5,1.0,1.2,0.4118,0.3081,0.4166999999999999,22.0,104.1,118.2,10.64,1.27329
Bradley Beal,2025-01-16,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,40,0,1,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8,3.1,0.8,0.8,0.384,0.2881,0.4166999999999999,19.42,97.5,107.3,10.4,1.17734
Bradley Beal,2025-01-18,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,41,0,1,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.9,0.7,0.8,0.3339999999999999,0.2517,0.4166999999999999,16.910000000000004,84.7,95.7,8.35,1.04274
Bradley Beal,2025-01-20,25,5,3,4,0,0.0,0.5,0.5,0.625,11.7,-3.5,2,0.0,98.0,127.0,4.3,42,0,1,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,3.1,0.6,0.9,0.364,0.3016999999999999,0.3666999999999999,15.79,88.4,97.4,8.7,1.18842
Bradley Beal,2025-01-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,2.8,0.5,0.8,0.3389999999999999,0.235,0.3666999999999999,13.9,80.3,84.0,8.290000000000001,1.0024
Bradley Beal,2025-01-25,39,20,3,4,1,1.0,0.462,0.667,0.678,16.2,5.0,0,1.0,153.0,113.0,17.9,44,1,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.2,2.7,0.5,0.8,0.3185,0.2517,0.3666999999999999,12.99,80.2,84.7,7.659999999999999,1.04999
Bradley Beal,2025-01-27,33,9,2,4,2,0.0,0.375,0.2,0.507,17.4,-6.2,4,1.0,92.0,118.0,5.6,45,1,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.6,0.7,1.1,0.3175,0.2717,0.4667,12.78,81.0,84.0,7.760000000000001,1.12257
Bradley Beal,2025-01-29,25,17,3,6,1,0.0,0.6,0.333,0.697,21.2,8.4,0,0.8,159.0,126.0,16.5,46,1,0,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.5,0.8,0.3087,0.265,0.4967,12.22,84.3,85.2,7.290000000000001,0.891797
Bradley Beal,2025-01-31,28,21,2,2,2,0.0,0.75,1.0,0.844,26.6,1.2,5,0.0,102.0,104.0,14.4,47,0,0,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.9,0.7,1.3,0.3437,0.345,0.4216999999999999,13.16,82.2,83.1,7.959999999999999,1.03723
Bradley Beal,2025-02-01,24,13,0,3,0,0.0,0.5,0.5,0.666,20.2,-3.1,2,1.0,121.0,134.0,7.9,48,0,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7,2.6,0.7,1.4,0.352,0.345,0.4467,13.32,82.5,84.5,7.459999999999999,0.941299
Bradley Beal,2025-02-03,38,25,5,3,3,1.0,0.471,0.375,0.636,28.0,2.6,3,1.0,119.0,119.0,20.2,49,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8,2.6,0.9,1.6,0.3658,0.3575,0.48,14.13,84.4,84.1,8.679999999999998,1.03809
Bradley Beal,2025-02-05,29,25,3,6,0,0.0,0.636,0.5,0.812,25.3,8.7,1,1.0,163.0,142.0,23.0,50,0,0,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.2,0.9,1.7,0.4294,0.4075,0.58,16.66,100.7,98.3,10.98,0.893959
Bradley Beal,2025-02-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,51,1,1,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.1,3.2,0.9,1.7,0.4294,0.4075,0.58,16.66,100.7,98.3,10.98,1.18711
Bradley Beal,2025-02-08,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,1,1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.8,0.9,1.5,0.3794,0.3575,0.58,15.489999999999998,90.9,85.6,10.55,0.898989
Bradley Beal,2025-02-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,1,1,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,2.8,0.9,1.5,0.3794,0.3575,0.58,15.489999999999998,90.9,85.6,10.55,1.21654
Bradley Beal,2025-02-12,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,54,0,1,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.4,0.8,1.5,0.3332,0.2908,0.48,13.87,75.6,74.3,8.76,0.847231
Bradley Beal,2025-02-20,33,19,9,6,0,0.0,0.571,0.0,0.62,24.8,-2.1,3,1.0,115.0,118.0,15.1,55,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.2,2.6,0.6,1.4,0.3527999999999999,0.2708,0.48,14.61,77.9,74.3,9.71,1.13907
Bradley Beal,2025-02-22,38,25,6,4,2,0.0,0.526,0.429,0.629,26.9,0.5,4,1.0,109.0,116.0,18.3,56,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4,0.7,1.8,0.3454,0.2804,0.5,15.18,72.9,73.3,9.89,0.993625
Bradley Beal,2025-02-23,41,30,4,1,0,0.0,0.8,0.5,0.83,19.7,2.5,0,0.714,166.0,134.0,24.6,57,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7,2.3,0.5,1.3,0.3503999999999999,0.2304,0.5714,14.49,79.3,76.3,10.91,1.16237
Bradley Beal,2025-02-25,43,24,5,11,2,1.0,0.45,0.667,0.575,22.3,3.2,2,1.0,126.0,129.0,22.7,58,0,0,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.1,0.7,1.3,0.3454,0.2471,0.5714,14.7,79.8,75.8,12.39,1.19251
Bradley Beal,2025-02-27,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,59,1,1,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.8,0.4,1.0,0.2983,0.2096,0.4714,11.9,67.9,63.9,10.37,0.96521
Bradley Beal,2025-02-28,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60,1,1,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.2,0.4,0.9,0.2347,0.1596,0.3714,9.37,51.6,49.7,8.069999999999999,1.187
