Player,Date,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_BRK,TM_DAL,OPP_ATL,OPP_BOS,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3
Kyrie Irving,2023-01-06,38,19,5,6,0,1.0,0.318,0.3,0.415,29.5,-5.8,2,1.0,95.0,115.0,10.4,39,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.7,5.0,4.5,0.5,1.9,0.4667999999999999,0.4022,0.8125,27.55,111.6,104.3,18.35,1.06312
Kyrie Irving,2023-01-08,40,29,1,6,1,0.0,0.476,0.4,0.637,28.7,8.7,1,0.75,133.0,121.0,22.4,40,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4,4.8,4.6,0.6,1.9,0.4553,0.4089,0.7875,27.110000000000003,111.2,103.7,18.19,0.957129
Kyrie Irving,2023-01-12,38,24,2,6,1,1.0,0.375,0.273,0.466,34.8,-2.0,2,0.75,93.0,122.0,13.3,41,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.4,4.9,0.6,1.7,0.4362999999999999,0.3862,0.775,26.46,108.2,103.4,16.880000000000003,1.13461
Kyrie Irving,2023-01-15,38,15,6,6,1,1.0,0.35,0.143,0.375,25.3,-3.9,3,0.0,86.0,117.0,8.9,42,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,5.0,5.5,0.7,2.0,0.4713,0.4004999999999999,0.775,28.99,116.8,115.1,17.770000000000003,1.07922
Kyrie Irving,2023-01-17,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,43,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.7,4.1,4.9,0.7,1.8,0.438,0.3576,0.675,26.32,106.3,104.4,16.54,1.31099
Kyrie Irving,2023-01-19,39,30,7,7,4,2.0,0.407,0.25,0.506,36.4,6.7,1,1.0,105.0,105.0,25.3,44,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,4.4,5.1,1.1,1.6,0.4208,0.319,0.7,27.2,102.9,102.0,16.75,1.29817
Kyrie Irving,2023-01-20,39,48,11,6,4,0.0,0.621,0.533,0.759,41.1,24.4,1,0.667,150.0,106.0,44.6,45,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.5,5.0,4.9,1.5,1.5,0.4328999999999999,0.3268,0.6667,28.25,105.4,100.9,19.08,1.05411
Kyrie Irving,2023-01-22,41,38,7,9,0,0.0,0.545,0.714,0.732,29.5,12.5,1,1.0,156.0,122.0,34.0,46,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,5.1,5.4,1.4,1.4,0.4295,0.3538,0.6667,28.110000000000003,108.4,102.4,20.29,1.15707
Kyrie Irving,2023-01-25,38,30,2,10,2,0.0,0.6,0.4,0.756,29.0,7.1,4,0.909,143.0,143.0,27.5,47,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,4.5,6.4,1.5,1.7,0.4109,0.3137999999999999,0.7076,28.620000000000005,106.4,106.9,20.610000000000003,1.23481
Kyrie Irving,2023-01-26,38,40,5,6,2,2.0,0.519,0.5,0.665,35.3,13.6,4,0.857,127.0,125.0,30.6,48,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,4.6,6.2,1.5,1.9,0.4211,0.3513,0.6933,28.96,108.8,107.6,21.7,1.30208
Kyrie Irving,2023-01-28,41,32,6,9,2,0.0,0.444,0.417,0.54,37.5,0.5,3,0.5,117.0,126.0,23.0,49,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,4.7,6.5,1.7,2.0,0.4337,0.363,0.6433,29.76,111.0,108.7,22.96,1.08409
Kyrie Irving,2023-01-30,39,26,7,6,2,1.0,0.438,0.429,0.624,25.3,5.8,2,0.818,131.0,103.0,22.6,50,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.3,5.3,6.5,1.8,2.1,0.4298999999999999,0.3659,0.6500999999999999,29.42,110.8,106.9,22.98,1.12095
Kyrie Irving,2023-02-01,31,20,4,4,0,1.0,0.5,0.143,0.542,32.9,-3.6,3,1.0,94.0,149.0,11.9,51,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,5.5,6.3,1.7,2.2,0.4423999999999999,0.3529,0.6750999999999999,29.23,110.9,109.6,22.84,1.08508
Kyrie Irving,2023-02-04,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,52,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.4,4.9,5.7,1.6,1.9,0.4074,0.3385999999999999,0.6750999999999999,26.7,102.3,97.9,21.95,1.29589
Kyrie Irving,2023-02-06,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.4,4.9,5.7,1.6,1.9,0.4074,0.3385999999999999,0.6750999999999999,26.7,102.3,97.9,21.95,1.13594
Kyrie Irving,2023-02-08,37,24,4,5,1,1.0,0.529,0.5,0.671,28.8,0.7,5,1.0,109.0,111.0,15.9,54,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.8,4.6,5.5,1.3,2.3,0.4196000000000001,0.3636,0.6750999999999999,25.94,102.7,98.5,21.01,1.1224
Kyrie Irving,2023-02-10,35,25,3,10,1,0.0,0.357,0.375,0.648,27.7,8.8,2,1.0,147.0,123.0,24.5,55,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.5,3.8,5.9,1.0,2.4,0.3932,0.3478,0.7083999999999999,24.6,102.4,100.2,19.0,1.22752
Kyrie Irving,2023-02-11,42,28,7,7,1,1.0,0.524,0.4,0.64,25.3,5.6,1,1.0,134.0,125.0,23.8,56,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.5,3.8,5.7,1.1,2.4,0.3911,0.3164,0.7083999999999999,24.18,100.2,100.5,17.979999999999997,1.25627
Kyrie Irving,2023-02-13,40,36,5,6,2,1.0,0.652,0.444,0.754,29.5,14.8,2,1.0,149.0,128.0,32.3,57,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,4.1,5.3,1.1,2.2,0.3963,0.3208,0.7175,24.23,100.8,99.0,18.46,1.21026
Kyrie Irving,2023-02-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,58,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,3.6,4.7,0.9,1.8,0.3444,0.2708,0.6317999999999999,20.7,88.1,86.5,15.4,1.14513
Kyrie Irving,2023-02-23,30,23,1,6,1,0.0,0.615,0.75,0.779,24.3,3.7,1,1.0,155.0,120.0,20.4,59,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.2,3.1,4.4,0.8,1.6,0.3615,0.3041,0.6818,19.38,91.9,85.9,15.139999999999995,1.07974
Kyrie Irving,2023-02-26,38,21,11,5,0,0.0,0.364,0.2,0.45,29.0,-3.8,3,1.0,98.0,111.0,12.2,60,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.7,3.5,4.3,0.6,1.7,0.3540999999999999,0.2812,0.7,19.75,88.6,86.7,14.1,1.02718
Kyrie Irving,2023-02-28,36,16,5,9,1,1.0,0.389,0.0,0.414,23.1,-1.1,0,0.667,113.0,125.0,14.5,61,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,3.6,4.8,0.7,1.4,0.343,0.2669,0.6667000000000001,18.77,90.5,84.3,14.36,1.01551
Kyrie Irving,2023-03-02,42,40,4,6,3,0.0,0.682,0.75,0.812,28.6,12.4,2,0.667,153.0,124.0,35.0,62,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,4.0,5.4,1.0,1.6,0.4112,0.3419,0.7333999999999999,21.630000000000003,105.8,96.7,17.86,1.00854
Kyrie Irving,2023-03-05,37,30,4,7,0,0.0,0.526,0.375,0.679,31.7,5.2,3,1.0,135.0,138.0,23.4,63,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.3,4.4,6.1,1.0,1.9,0.4638,0.3794,0.8333999999999999,24.8,119.3,110.5,20.2,1.10199
Kyrie Irving,2023-03-07,39,33,6,8,2,0.0,0.556,0.429,0.737,27.5,9.0,3,1.0,139.0,106.0,30.0,64,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.2,4.6,6.4,1.1,1.7,0.4665,0.3723,0.8333999999999999,24.67,122.3,110.0,21.61,1.23741
Kyrie Irving,2023-03-08,41,27,6,4,1,0.0,0.417,0.364,0.533,30.3,-0.1,2,1.0,101.0,117.0,16.6,65,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,4.9,5.8,1.1,1.7,0.4725,0.3712,0.8333999999999999,24.93,117.7,109.4,20.82,1.27362
Kyrie Irving,2023-03-11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,66,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,4.2,5.1,1.0,1.6,0.4201,0.3312,0.7333999999999999,22.4,104.3,96.9,18.44,1.05288
Kyrie Irving,2023-03-13,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,67,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.7,4.5,0.8,1.4,0.3549,0.2868,0.6334,19.45,89.4,84.1,15.21,1.11154
Kyrie Irving,2023-03-15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,68,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,3.7,4.5,0.8,1.4,0.3549,0.2868,0.6334,19.45,89.4,84.1,15.21,1.11478
Kyrie Irving,2023-03-17,39,38,6,6,0,0.0,0.609,0.556,0.754,33.7,9.0,2,1.0,144.0,122.0,29.9,69,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.2,4.5,0.7,1.5,0.3543,0.2673999999999999,0.6334,20.39,88.3,84.3,16.16,1.10358
Kyrie Irving,2023-03-20,33,28,4,0,1,2.0,0.417,0.222,0.526,39.3,-0.6,2,1.0,99.0,118.0,16.0,70,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,3.5,4.0,0.8,1.4,0.3596,0.2695999999999999,0.6334,21.42,88.4,85.0,16.54,1.16538
Kyrie Irving,2023-03-22,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,3.0,3.1,0.7,1.4,0.3207,0.2695999999999999,0.5667,19.110000000000003,77.1,72.5,15.09,1.02649
Kyrie Irving,2023-03-24,38,18,9,7,1,1.0,0.375,0.125,0.472,24.0,1.3,1,0.714,112.0,116.0,17.9,72,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4,3.5,3.2,0.5,1.3,0.29,0.2071,0.5714,18.65,73.0,71.7,13.38,1.10193
Kyrie Irving,2023-03-26,36,18,4,3,2,1.0,0.333,0.333,0.51,26.1,-3.1,2,1.0,97.0,112.0,12.3,73,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,3.5,2.8,0.7,1.2,0.2707,0.2029,0.5714,18.09,69.2,69.1,12.27,1.0727
Kyrie Irving,2023-03-27,30,16,3,6,2,3.0,0.636,0.5,0.699,17.8,11.8,0,1.0,158.0,104.0,19.9,74,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,3.2,2.6,0.7,0.9,0.2787,0.21,0.5714,17.12,71.1,68.9,11.26,1.33287
Kyrie Irving,2023-03-29,40,23,6,5,2,0.0,0.471,0.429,0.613,22.5,6.8,1,1.0,130.0,123.0,20.6,75,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1,3.2,2.7,0.8,0.8,0.2841,0.2165,0.5714,16.34,74.0,69.5,11.66,1.17826
Kyrie Irving,2023-04-01,42,23,3,8,0,0.0,0.588,0.25,0.643,21.7,-2.0,1,1.0,132.0,139.0,19.4,76,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.4,3.5,3.5,0.8,0.9,0.3429,0.2415,0.6714,18.51,87.2,83.4,13.6,1.09441
Kyrie Irving,2023-04-02,44,41,5,4,2,1.0,0.593,0.167,0.672,30.6,11.0,1,1.0,140.0,120.0,34.1,77,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.0,3.9,1.0,1.0,0.4022,0.2582,0.7714000000000001,21.57,101.2,95.4,17.009999999999998,1.27114
Kyrie Irving,2023-04-05,43,31,4,8,2,0.0,0.522,0.6,0.661,27.4,6.0,3,1.0,126.0,123.0,24.3,78,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.6,4.4,4.7,1.2,1.3,0.4543999999999999,0.3182,0.8714000000000001,24.31,113.8,107.7,19.44,1.02513
Kyrie Irving,2023-04-07,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,79,1,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,3.8,4.1,1.2,1.1,0.3935,0.2626,0.7714000000000001,20.94,99.4,95.5,16.45,1.07444
Kyrie Irving,2023-04-09,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,80,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,3.4,4.1,1.1,0.9,0.3518,0.2404,0.6714,17.009999999999998,89.5,83.7,14.85,1.39573
