Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_LAC,TM_PHI,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_MIN,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2023,10,26,3,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.923726,1,2023,10,28,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03461,2,2023,10,29,6,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
James Harden,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01428,3,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,31,17,3,6,1,0.0,0.667,0.5,0.824,18.5,8.5,2,1.0,147.0,120.0,16.4,5,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.6,1.2,0.2,0.4,0.1334,0.1,0.2,3.7,29.4,24.0,3.28,1.07226,4,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,36,12,8,5,2,0.0,0.444,0.4,0.607,17.8,-2.5,5,1.0,88.0,102.0,10.2,6,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.833333333333333,1.8333333333333333,1.8333333333333333,0.5,1.1666666666666667,0.1851666666666666,0.15,0.3333333333333333,6.05,39.16666666666666,37.0,4.433333333333333,1.23106,5,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,29,14,5,3,2,0.0,0.5,0.667,0.81,14.9,4.5,2,1.0,148.0,141.0,14.6,7,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.142857142857143,2.2857142857142856,2.0,0.7142857142857143,1.2857142857142858,0.2301428571428571,0.2238571428571429,0.4285714285714285,7.314285714285715,54.71428571428572,51.85714285714285,5.885714285714285,1.16755,6,2023,11,10,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,29,11,4,3,1,1.0,0.333,0.143,0.427,21.3,-1.0,1,1.0,98.0,108.0,9.0,8,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75,2.5,2.125,0.75,1.25,0.243,0.21375,0.5,9.0625,60.125,58.875,6.275,1.22735,7,2023,11,12,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
James Harden,35,21,2,4,0,0.0,0.467,0.375,0.626,22.6,1.3,1,1.0,135.0,127.0,14.5,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,2.4444444444444446,2.333333333333333,0.6666666666666666,1.2222222222222223,0.2678888888888889,0.2316666666666666,0.5555555555555556,10.566666666666666,68.44444444444444,66.44444444444444,7.188888888888889,1.10068,8,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
James Harden,34,24,9,7,0,1.0,0.727,0.5,0.852,22.0,11.8,3,0.857,148.0,104.0,24.4,10,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,3.1,2.8,0.6,1.4,0.3137999999999999,0.2585,0.5857,11.71,76.4,70.2,8.91,1.06982,9,2023,11,17,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,28,13,3,10,2,0.0,0.333,0.25,0.488,20.2,6.4,0,1.0,132.0,102.0,15.7,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.2,3.4,3.8,0.8,1.4,0.3471,0.2835,0.6857,13.73,89.6,80.4,10.48,1.17965,10,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,36,16,6,9,1,1.0,0.429,0.5,0.651,19.2,3.2,4,0.667,115.0,102.0,15.3,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.8,4.0,4.7,0.9,1.8,0.39,0.3335,0.7524,15.65,101.1,90.6,12.01,1.21852,11,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,37,8,5,10,4,1.0,0.25,0.167,0.376,15.9,-0.4,3,0.5,89.0,109.0,11.0,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,4.5,5.7,1.3,2.1,0.415,0.3502,0.8024000000000001,17.240000000000002,110.0,101.5,13.11,1.08632,12,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
James Harden,28,8,4,7,1,2.0,0.25,0.333,0.45,16.2,6.9,2,1.0,108.0,90.0,9.3,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,4.9,6.4,1.4,2.3,0.44,0.3835,0.9024,18.86,120.8,110.5,14.04,1.04325,13,2023,11,25,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
James Harden,36,11,2,4,1,0.0,0.429,0.6,0.698,12.7,-4.1,3,1.0,111.0,123.0,7.5,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,4.8,6.2,1.4,2.4,0.4162,0.3935,0.9024,18.28,117.2,110.8,13.15,1.08979,14,2023,11,27,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
James Harden,39,26,3,6,5,0.0,0.571,0.625,0.802,21.2,12.6,2,1.0,150.0,114.0,26.3,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.2,4.3,6.3,1.7,2.1,0.4288999999999999,0.416,0.9024,18.62,123.4,112.0,14.76,1.1326,15,2023,11,29,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
James Harden,37,18,3,7,1,0.0,0.462,0.5,0.648,17.2,5.2,1,0.5,135.0,132.0,15.5,17,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,4.1,6.7,1.6,2.0,0.4250999999999999,0.3993,0.8524,18.85,122.1,111.1,14.85,1.1418,16,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
James Harden,35,21,5,9,1,0.0,0.5,0.286,0.648,22.0,6.5,1,1.0,136.0,113.0,20.2,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,4.2,7.3,1.6,2.0,0.4418,0.4136,0.8524,18.92,125.9,111.6,15.970000000000002,1.18058,17,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
James Harden,32,20,1,11,3,1.0,0.6,0.667,0.765,23.4,17.1,4,0.857,137.0,106.0,22.7,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,4.1,8.0,1.9,2.3,0.4551,0.4427999999999999,0.8381000000000001,19.0,126.1,109.5,16.79,1.12009,18,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
James Harden,34,12,7,8,0,1.0,0.25,0.333,0.542,17.0,-0.3,2,0.857,123.0,110.0,12.4,20,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.3,3.9,8.1,1.9,2.2,0.4074,0.4261,0.8381000000000001,18.5,123.6,110.1,15.59,1.39618,19,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,37,20,7,7,1,2.0,0.5,0.5,0.653,21.9,0.0,3,1.0,123.0,129.0,18.6,21,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,4.3,7.8,1.8,2.5,0.4241,0.4511,0.8381000000000001,18.67,122.7,112.8,15.88,1.14679,20,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,28,15,6,7,2,0.0,0.444,0.0,0.621,22.1,6.0,2,1.0,128.0,93.0,15.8,22,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.9,4.3,7.6,1.9,2.3,0.4255999999999999,0.4011,0.8714000000000001,18.96,124.0,111.9,15.93,1.15333,21,2023,12,12,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
James Harden,42,28,7,15,1,4.0,0.5,0.833,0.81,22.5,19.0,4,0.917,155.0,121.0,33.6,23,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,4.5,8.1,1.6,2.4,0.4505999999999999,0.4676999999999999,0.9131,19.62,130.6,113.1,18.19,1.10711,22,2023,12,14,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
James Harden,28,10,4,12,1,2.0,0.333,0.25,0.551,15.5,6.8,1,0.714,146.0,119.0,15.6,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,4.5,8.6,1.6,2.3,0.4589,0.4593999999999999,0.8845000000000001,19.55,134.4,116.0,18.82,1.22444,23,2023,12,16,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
James Harden,28,35,3,9,1,1.0,0.75,0.727,1.01,26.0,30.9,1,1.0,204.0,124.0,35.7,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,4.6,9.1,1.6,2.1,0.491,0.4721,0.8845000000000001,20.88,143.7,116.1,21.64,1.26873,24,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
James Harden,39,17,5,11,0,2.0,0.333,0.25,0.548,24.2,-0.7,4,0.875,115.0,122.0,15.2,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,4.8,9.6,1.1,2.3,0.4671999999999999,0.4346,0.8720000000000001,21.18,140.2,116.9,20.53,1.33693,25,2023,12,20,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
James Harden,34,23,9,6,3,1.0,0.389,0.444,0.557,29.6,6.4,3,0.833,118.0,128.0,20.8,27,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,5.4,9.5,1.3,2.5,0.4599,0.429,0.9053,22.42,138.5,116.5,21.06,0.902745,26,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
James Harden,29,14,4,9,1,0.0,0.462,0.4,0.538,26.9,-3.6,4,0.0,100.0,149.0,10.2,28,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,5.3,9.5,1.3,2.8,0.4561,0.4404,0.8053000000000001,22.910000000000004,134.9,120.1,20.06,1.21848,27,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
James Harden,40,29,6,8,2,1.0,0.5,0.5,0.743,25.6,10.4,4,0.875,133.0,103.0,25.9,29,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,5.8,9.2,1.2,2.8,0.4460999999999999,0.4237,0.8070999999999999,23.130000000000003,134.5,119.8,20.380000000000003,0.992339,28,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
James Harden,44,16,4,13,0,3.0,0.308,0.222,0.484,20.6,1.5,5,0.75,103.0,101.0,14.7,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.7,5.5,9.7,1.2,3.1,0.4519,0.4126,0.7964,23.49,132.5,118.9,20.61,1.39541,29,2023,12,29,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
James Harden,31,15,4,10,1,2.0,0.625,0.6,0.845,16.4,14.4,2,1.0,160.0,111.0,19.6,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2,5.2,10.0,1.2,3.0,0.4644,0.4226,0.7964,22.94,136.2,117.1,20.71,1.10221,30,2024,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,36,22,5,11,0,1.0,0.538,0.571,0.745,24.8,4.8,4,1.0,143.0,135.0,20.8,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,5.1,10.4,1.0,3.2,0.4737999999999999,0.4796999999999999,0.7964,23.21,137.7,121.3,21.21,0.859795,31,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,29,8,3,13,0,0.0,0.286,0.167,0.481,14.7,4.7,1,1.0,142.0,110.0,12.1,33,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,4.7,10.2,0.9,2.9,0.4524,0.4130999999999999,0.8047000000000001,22.43,136.4,120.2,19.06,1.09335,32,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
James Harden,39,15,4,9,1,0.0,0.308,0.429,0.493,22.2,-1.8,5,0.8,100.0,115.0,10.2,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,4.7,9.9,0.9,3.3,0.4498999999999999,0.4309999999999999,0.8133000000000001,23.1,131.8,119.8,18.520000000000003,1.21925,33,2024,1,7,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,30,19,7,10,0,0.0,0.75,0.75,0.973,19.3,10.9,3,1.0,165.0,121.0,21.5,35,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,5.1,10.0,0.8,3.5,0.4498999999999999,0.4333,0.8133000000000001,22.43,127.9,119.5,17.1,1.10075,34,2024,1,8,0,0.49999999999999994,0.8660254037844387,0.0,1.0
James Harden,34,14,5,11,1,0.0,0.385,0.286,0.504,22.8,-3.8,3,1.0,113.0,127.0,12.5,36,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.5,5.1,10.0,0.9,3.4,0.4550999999999999,0.4368999999999999,0.8258000000000001,22.29,127.7,120.0,16.830000000000002,1.22634,35,2024,1,10,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
James Harden,28,11,1,9,1,0.0,0.429,0.5,0.661,17.8,1.9,3,1.0,129.0,131.0,11.9,37,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,4.3,10.3,0.7,3.4,0.4591,0.4425,0.8425,21.11,128.8,120.3,15.94,1.03103,36,2024,1,12,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
James Harden,36,14,1,8,2,2.0,0.286,0.222,0.432,26.4,-2.3,4,0.8,89.0,115.0,9.5,38,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3,4.0,10.2,0.8,3.4,0.4414999999999999,0.4246999999999999,0.9225,21.06,127.7,116.9,15.87,0.918292,37,2024,1,14,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
James Harden,41,16,5,8,0,1.0,0.357,0.4,0.538,17.7,-1.5,1,1.0,134.0,131.0,14.2,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.9,10.2,0.6,3.1,0.4272,0.4147,0.935,20.27,127.8,119.7,14.7,1.11568,38,2024,1,16,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
