Player,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,TS%,USG%,BPM,TOV,FT%,ORTG,DRTG,GmSc,Game_Num,Home,Injured/Rest,TM_MIN,OPP_ATL,OPP_BOS,OPP_BRK,OPP_CHI,OPP_CHO,OPP_CLE,OPP_DAL,OPP_DEN,OPP_DET,OPP_GSW,OPP_HOU,OPP_IND,OPP_LAC,OPP_LAL,OPP_MEM,OPP_MIA,OPP_MIL,OPP_NOP,OPP_NYK,OPP_OKC,OPP_ORL,OPP_PHI,OPP_PHO,OPP_POR,OPP_SAC,OPP_SAS,OPP_TOR,OPP_UTA,OPP_WAS,PTS_rolling_avg,TRB_rolling_avg,AST_rolling_avg,STL_rolling_avg,TOV_rolling_avg,FG%_rolling_avg,3P%_rolling_avg,FT%_rolling_avg,USG%_rolling_avg,ORTG_rolling_avg,DRTG_rolling_avg,GmSc_rolling_avg,oppDfRtg_3,Game_Index,Year,Month,Day,DayOfWeek,Month_sin,Month_cos,DayOfWeek_sin,DayOfWeek_cos
Karl-Anthony Towns,36,19,10,3,0,4.0,0.32,0.2,0.373,31.8,-1.0,4,1.0,76.0,93.0,8.6,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,10.0,3.0,0.0,4.0,0.32,0.2,1.0,31.8,76.0,93.0,8.6,0.0,0,2023,10,25,2,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,31,12,10,2,1,0.0,0.417,0.25,0.466,20.8,-3.0,1,0.5,91.0,91.0,8.4,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,10.0,2.5,0.5,2.5,0.3685,0.225,0.75,26.3,83.5,92.0,8.5,1.16695,1,2023,10,28,5,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,36,16,10,3,1,0.0,0.412,0.333,0.459,21.7,-3.6,0,1.0,111.0,132.0,13.0,3,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,10.0,2.6666666666666665,0.6666666666666666,1.6666666666666667,0.383,0.261,0.8333333333333334,24.766666666666666,92.66666666666669,105.33333333333331,10.0,1.02828,2,2023,10,30,0,-0.8660254037844386,0.5000000000000001,0.0,1.0
Karl-Anthony Towns,31,21,8,4,2,0.0,0.368,0.25,0.485,32.7,5.9,1,1.0,110.0,88.0,16.7,4,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.5,3.0,1.0,1.5,0.37925,0.25825,0.875,26.75,97.0,101.0,11.675,1.0241,3,2023,11,1,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,32,25,7,1,2,0.0,0.5,0.333,0.679,29.2,2.4,2,0.9,131.0,97.0,18.8,5,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.6,9.0,2.6,1.2,1.6,0.4034,0.2732,0.8800000000000001,27.24,103.8,100.2,13.1,1.0626,4,2023,11,4,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,28,7,10,3,0,0.0,0.3,0.143,0.35,27.3,-14.9,7,0.0,50.0,96.0,-3.1,6,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666668,9.166666666666666,2.6666666666666665,1.0,2.5,0.3861666666666666,0.2515,0.7333333333333334,27.25,94.83333333333331,99.5,10.4,1.09668,5,2023,11,6,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Karl-Anthony Towns,28,23,3,0,0,1.0,0.75,0.8,0.893,25.3,1.8,3,0.5,120.0,104.0,14.0,7,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.571428571428573,8.285714285714286,2.2857142857142856,0.8571428571428571,2.571428571428572,0.4381428571428571,0.3298571428571429,0.7000000000000001,26.97142857142857,98.42857142857144,100.14285714285714,10.914285714285716,1.29437,6,2023,11,8,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,34,29,12,2,0,0.0,0.524,0.429,0.637,30.9,5.0,3,1.0,119.0,107.0,20.7,8,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,8.75,2.25,0.75,2.625,0.448875,0.34225,0.7375,27.4625,101.0,101.0,12.1375,1.26237,7,2023,11,10,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,37,21,14,3,2,1.0,0.571,0.667,0.685,19.2,9.0,1,1.0,138.0,100.0,22.8,9,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22222222222222,9.333333333333334,2.333333333333333,0.8888888888888888,2.4444444444444446,0.4624444444444444,0.3783333333333333,0.7666666666666667,26.544444444444444,105.11111111111111,100.88888888888889,13.322222222222225,1.09424,8,2023,11,12,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,42,33,11,2,2,0.0,0.462,0.417,0.594,34.5,4.2,5,1.0,101.0,99.0,21.3,10,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,9.5,2.3,1.0,2.7,0.4624,0.3822,0.79,27.34,104.7,100.7,14.12,1.12868,9,2023,11,14,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,31,25,7,2,0,0.0,0.588,0.0,0.651,28.2,1.5,1,1.0,140.0,149.0,18.8,11,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,9.2,2.2,1.0,2.4,0.4891999999999999,0.3621999999999999,0.79,26.98,111.1,106.3,15.14,1.13497,10,2023,11,15,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,33,29,6,9,0,2.0,0.909,1.0,0.999,19.8,23.0,0,0.875,209.0,123.0,33.2,12,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,8.8,2.9,0.9,2.3,0.5384,0.4372,0.8275,26.880000000000003,122.9,109.5,17.619999999999997,1.05427,11,2023,11,18,5,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,36,20,5,4,3,2.0,0.6,0.667,0.765,20.2,8.9,3,0.857,126.0,97.0,18.3,13,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,8.3,3.0,1.1,2.6,0.5572,0.4705999999999999,0.8131999999999999,26.73,124.4,106.0,18.15,1.10092,12,2023,11,20,0,-0.5000000000000004,0.8660254037844384,0.0,1.0
Karl-Anthony Towns,36,23,11,3,2,2.0,0.474,0.5,0.542,30.0,0.3,4,0.8,96.0,93.0,15.7,14,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.5,8.6,2.9,1.1,2.9,0.5678,0.4955999999999999,0.7932,26.46,123.0,106.5,18.05,1.10896,13,2023,11,22,2,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,38,27,11,4,0,0.0,0.6,0.8,0.785,23.6,5.4,4,1.0,128.0,124.0,21.4,15,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.7,9.0,3.2,0.9,3.1,0.5778,0.5423,0.8032,25.9,122.7,109.2,18.31,1.13482,14,2023,11,24,4,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,26,18,8,2,1,1.0,0.636,0.333,0.731,28.7,1.6,4,1.0,107.0,91.0,12.6,16,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,8.8,3.1,1.0,2.8,0.6113999999999999,0.5612999999999999,0.9032,26.04,128.4,108.7,19.88,1.16371,15,2023,11,26,6,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,32,13,10,3,0,0.0,0.25,0.333,0.564,23.8,-5.4,6,1.0,87.0,106.0,5.7,17,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,9.5,3.4,1.0,3.1,0.5614,0.5146,0.9532,25.89,125.1,108.9,19.05,1.25914,16,2023,11,28,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,37,32,11,4,2,1.0,0.545,0.571,0.661,35.1,10.8,4,0.8,116.0,93.0,26.2,18,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.1,9.4,3.6,1.2,3.2,0.5635,0.5287999999999999,0.9332,26.31,124.8,107.5,19.6,1.06329,17,2023,11,30,3,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,32,28,7,5,0,0.0,0.522,0.5,0.609,36.0,3.5,3,0.0,120.0,128.0,19.3,19,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8,8.7,3.8,1.0,3.4,0.5586,0.5121,0.8331999999999999,27.99,123.0,110.3,19.25,1.32146,18,2023,12,2,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,32,14,10,2,0,1.0,0.833,0.667,0.956,18.1,0.2,6,0.667,96.0,93.0,10.1,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.9,8.6,3.8,0.8,3.5,0.5957000000000001,0.5371,0.7998999999999999,26.35,122.5,109.7,18.13,1.18715,19,2023,12,6,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,29,24,7,5,1,0.0,0.5,0.5,0.668,27.5,9.5,1,0.889,156.0,111.0,21.4,21,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,8.6,4.1,0.9,3.5,0.5869,0.5871000000000001,0.7888,26.28,124.1,105.9,18.39,0.985864,20,2023,12,8,4,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,33,17,12,1,0,0.0,0.455,0.333,0.604,20.1,-1.6,1,0.857,127.0,121.0,13.0,22,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,9.2,3.3,0.9,3.6,0.5414999999999999,0.5204,0.787,26.31,115.9,105.7,16.369999999999997,1.27716,21,2023,12,11,0,-2.4492935982947064e-16,1.0,0.0,1.0
Karl-Anthony Towns,31,21,17,2,0,0.0,0.571,0.333,0.648,26.0,3.2,3,0.8,123.0,104.0,19.1,23,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,10.4,3.1,0.6,3.6,0.5386,0.487,0.7813000000000001,26.89,115.6,106.4,16.45,1.24054,22,2023,12,14,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,35,40,12,4,3,2.0,0.6,0.667,0.701,40.1,13.5,3,1.0,138.0,104.0,37.5,24,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,10.5,3.2,0.7,3.5,0.5511999999999999,0.5037,0.8013,27.9,119.8,107.5,18.630000000000003,1.18129,23,2023,12,16,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,32,18,8,2,1,0.0,0.5,0.25,0.587,23.3,-0.4,1,1.0,129.0,116.0,15.2,25,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,10.2,3.0,0.8,3.2,0.5412,0.4487,0.8013,27.87,119.9,106.7,18.009999999999998,1.21054,24,2023,12,18,0,-2.4492935982947064e-16,1.0,0.0,1.0
Karl-Anthony Towns,38,23,13,2,0,0.0,0.643,0.5,0.71,23.3,0.7,4,0.8,120.0,127.0,17.3,26,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.7,3.0,0.7,3.2,0.5418999999999999,0.4654,0.7813,27.33,121.2,110.3,18.48,1.10684,25,2023,12,20,2,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,33,21,6,4,1,0.0,0.412,0.333,0.535,25.1,-0.1,0,0.833,120.0,114.0,15.9,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,10.3,3.1,0.8,2.6,0.5580999999999999,0.4654,0.7646,27.46,124.5,111.1,19.5,1.18462,26,2023,12,21,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,28,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.6,9.2,2.7,0.6,2.2,0.5035999999999999,0.4083,0.6846,23.95,112.9,101.8,16.880000000000003,1.03118,27,2023,12,23,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,29,16,6,1,0,0.0,0.5,0.0,0.633,26.8,-8.6,5,1.0,98.0,139.0,8.5,29,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,9.1,2.3,0.6,2.4,0.5014,0.3583,0.7846,23.03,110.7,102.9,15.8,1.26502,28,2023,12,26,1,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,27,10,8,3,0,0.0,0.25,0.333,0.363,29.9,-18.3,5,0.5,72.0,114.0,0.3,30,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.9,2.4,0.6,2.3,0.4430999999999999,0.3249,0.7679,24.21,108.3,105.0,14.82,1.10635,29,2023,12,28,3,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419
Karl-Anthony Towns,29,9,9,2,0,0.0,0.429,0.25,0.571,20.3,-9.5,5,1.0,82.0,110.0,3.2,31,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,9.1,2.1,0.5,2.7,0.436,0.2999,0.779,23.49,100.9,104.9,13.0,1.02306,30,2023,12,30,5,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146
Karl-Anthony Towns,32,29,6,3,0,0.0,0.556,0.6,0.703,35.0,7.1,3,1.0,124.0,120.0,19.7,32,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,8.5,2.3,0.5,2.9,0.4461,0.3266,0.7933,24.98,100.6,104.8,13.669999999999998,1.32827,31,2024,1,1,0,0.49999999999999994,0.8660254037844387,0.0,1.0
Karl-Anthony Towns,36,22,6,2,0,0.0,0.421,0.0,0.498,29.2,-5.3,1,0.857,106.0,134.0,13.7,33,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.8,7.4,2.3,0.5,2.7,0.4311,0.2933,0.799,25.3,98.9,107.8,13.13,0.870233,32,2024,1,3,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,31,22,8,6,0,1.0,0.471,0.25,0.573,32.1,1.3,4,1.0,111.0,99.0,16.6,34,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,2.5,0.2,2.8,0.4182,0.2516,0.799,24.5,96.2,107.3,11.04,1.00912,33,2024,1,5,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,27,24,7,1,0,2.0,0.5,0.333,0.644,32.6,5.8,3,0.833,119.0,116.0,14.8,35,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,6.9,2.4,0.1,3.0,0.4182,0.2599,0.7823,25.43,95.2,107.3,11.0,0.927093,34,2024,1,7,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
Karl-Anthony Towns,34,28,6,5,3,0.0,0.579,1.0,0.72,28.7,15.8,2,1.0,126.0,90.0,25.0,36,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,6.2,2.7,0.4,2.8,0.4118,0.3099,0.8023,25.97,95.8,103.6,11.77,1.00813,35,2024,1,9,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336
Karl-Anthony Towns,44,25,13,6,2,0.0,0.471,0.286,0.623,22.3,7.6,1,1.0,133.0,120.0,23.4,37,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,6.9,2.9,0.5,2.9,0.4176999999999999,0.3051999999999999,0.819,25.69,97.1,104.2,12.52,1.25932,36,2024,1,10,2,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
Karl-Anthony Towns,28,23,8,1,2,0.0,0.875,1.0,1.038,18.2,17.7,0,0.857,205.0,92.0,24.5,38,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.8,7.7,3.0,0.7,2.9,0.5052,0.4051999999999999,0.9047,27.51,117.6,113.4,14.97,1.29876,37,2024,1,12,4,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
Karl-Anthony Towns,37,17,6,5,0,0.0,0.583,0.5,0.66,22.7,-1.4,4,0.5,107.0,120.0,10.7,39,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9,7.7,3.4,0.7,2.8,0.5135,0.4551999999999999,0.8547,27.1,118.5,111.5,15.19,1.19403,38,2024,1,14,6,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
